Marca,Modelo,Condicao,Memoria,Bateria,Preco,TempoConta,Vendas,Golpe
Motorola,Motorola Edge 30,Usado - Bom,128,Perfeita (95% ate 100%),1455.01,317,14,Nao
Apple,iPhone 14,Novo,64,Muito Ruim (abaixo de 39%),777.66,112,17,Sim
Samsung,Galaxy S21,Com defeito,256,Boa (80% ate 94%),762.49,298,14,Nao
Apple,iPhone 10,Novo,64,Perfeita (95% ate 100%),377.66,142,7,Sim
Samsung,Galaxy A51,Usado - Bom,32,Perfeita (95% ate 100%),1451.79,184,6,Nao
Samsung,Galaxy S21,Usado - Bom,32,Ok (60% ate 79%),1333.02,33,16,Nao
Motorola,Motorola G7,Recondicionado,256,Perfeita (95% ate 100%),1357.18,202,12,Nao
Samsung,Galaxy A51,Usado - Bom,128,Muito Ruim (abaixo de 39%),717.33,286,3,Nao
Samsung,Galaxy S20,Usado - Excelente,256,Ok (60% ate 79%),1388.87,263,16,Nao
Samsung,Galaxy S21,Usado - Excelente,32,Perfeita (95% ate 100%),975.29,341,16,Nao
Samsung,Galaxy S21,Usado - Bom,128,Ruim (40% ate 59%),719.05,156,2,Nao
Samsung,Galaxy S21,Recondicionado,32,Muito Ruim (abaixo de 39%),445.63,193,20,Nao
Motorola,Motorola G7,Com defeito,256,Boa (80% ate 94%),654.5,312,12,Nao
Samsung,Galaxy S22,Com defeito,64,Boa (80% ate 94%),717.33,101,18,Nao
Motorola,Motorola Edge 30,Usado - Bom,32,Ok (60% ate 79%),1420.04,141,16,Nao
Apple,iPhone 11,Recondicionado,256,Muito Ruim (abaixo de 39%),450.95,165,3,Nao
Motorola,Motorola G7,Novo,32,Perfeita (95% ate 100%),1368.32,114,8,Nao
Samsung,Galaxy S20,Novo,256,Perfeita (95% ate 100%),1409.0,18,3,Nao
Samsung,Galaxy S22,Com defeito,32,Ruim (40% ate 59%),683.02,295,15,Nao
Apple,iPhone 11,Usado - Excelente,64,Perfeita (95% ate 100%),494.89,301,14,Sim
Apple,iPhone 8 Plus,Novo,256,Ruim (40% ate 59%),859.19,153,1,Nao
Samsung,Galaxy A71,Novo,128,Perfeita (95% ate 100%),737.54,355,2,Nao
Samsung,Galaxy A71,Novo,128,Muito Ruim (abaixo de 39%),885.71,227,19,Nao
Apple,iPhone 13,Usado - Bom,32,Perfeita (95% ate 100%),1472.76,264,19,Sim
Samsung,Galaxy A71,Novo,64,Boa (80% ate 94%),1058.89,56,20,Nao
Apple,iPhone 8 Plus,Novo,64,Boa (80% ate 94%),1056.42,222,7,Sim
Samsung,Galaxy A51,Com defeito,64,Ok (60% ate 79%),924.53,132,19,Nao
Samsung,Galaxy A51,Usado - Bom,32,Ruim (40% ate 59%),1409.0,284,14,Nao
Motorola,Motorola Edge 30,Usado - Excelente,128,Muito Ruim (abaixo de 39%),818.53,226,8,Nao
Motorola,Motorola G7,Com defeito,128,Perfeita (95% ate 100%),533.2,62,3,Nao
Motorola,Motorola Edge 30,Usado - Bom,256,Muito Ruim (abaixo de 39%),477.02,211,8,Nao
Apple,iPhone 10,Recondicionado,128,Perfeita (95% ate 100%),423.68,46,16,Nao
Motorola,Motorola Edge 30,Novo,64,Ruim (40% ate 59%),914.94,32,1,Nao
Apple,iPhone 8 Plus,Com defeito,64,Ok (60% ate 79%),1321.76,53,18,Sim
Samsung,Galaxy A71,Usado - Excelente,32,Muito Ruim (abaixo de 39%),1333.02,118,16,Nao
Apple,iPhone 15,Com defeito,64,Ruim (40% ate 59%),1208.18,311,18,Sim
Samsung,Galaxy S21,Usado - Bom,256,Ruim (40% ate 59%),1446.62,201,5,Nao
Apple,iPhone 13,Usado - Excelente,64,Boa (80% ate 94%),941.41,251,2,Sim
Apple,iPhone 13,Usado - Bom,32,Muito Ruim (abaixo de 39%),1213.93,193,1,Sim
Apple,iPhone 15,Novo,256,Ok (60% ate 79%),1321.76,148,6,Nao
Apple,iPhone 14,Recondicionado,64,Boa (80% ate 94%),1283.01,59,20,Sim
Apple,iPhone 11,Recondicionado,256,Ok (60% ate 79%),1026.86,301,14,Nao
Apple,iPhone 8 Plus,Novo,64,Perfeita (95% ate 100%),673.31,319,18,Sim
Motorola,Motorola Edge 30,Usado - Bom,32,Ruim (40% ate 59%),639.46,117,6,Nao
Apple,iPhone 11,Recondicionado,128,Muito Ruim (abaixo de 39%),1215.83,348,2,Nao
Apple,iPhone XR,Com defeito,128,Perfeita (95% ate 100%),1205.55,30,18,Nao
Apple,iPhone 13,Com defeito,32,Ruim (40% ate 59%),1115.62,132,14,Sim
Apple,iPhone XR,Usado - Bom,64,Boa (80% ate 94%),784.62,13,16,Sim
Samsung,Galaxy A51,Usado - Bom,64,Ruim (40% ate 59%),1411.85,365,17,Nao
Samsung,Galaxy S22,Usado - Excelente,32,Boa (80% ate 94%),714.05,295,11,Nao
Samsung,Galaxy S20,Novo,32,Ruim (40% ate 59%),1496.51,174,3,Nao
Apple,iPhone 15,Novo,128,Perfeita (95% ate 100%),646.58,320,20,Nao
Samsung,Galaxy A51,Usado - Excelente,32,Ruim (40% ate 59%),915.23,153,13,Nao
Motorola,Motorola G7,Novo,256,Ruim (40% ate 59%),399.23,247,19,Nao
Apple,iPhone 14,Usado - Excelente,64,Boa (80% ate 94%),558.1,114,9,Sim
Apple,iPhone 14,Usado - Excelente,64,Ruim (40% ate 59%),880.74,91,18,Sim
Motorola,Motorola G7,Usado - Excelente,32,Boa (80% ate 94%),614.0,132,4,Nao
Apple,iPhone 11,Usado - Bom,32,Ok (60% ate 79%),556.91,274,4,Sim
Samsung,Galaxy A71,Com defeito,64,Ruim (40% ate 59%),1285.45,121,6,Nao
Apple,iPhone 14,Com defeito,64,Perfeita (95% ate 100%),729.48,230,20,Sim
Samsung,Galaxy A71,Usado - Bom,128,Ruim (40% ate 59%),836.46,87,14,Nao
Motorola,Motorola G7,Usado - Bom,256,Ruim (40% ate 59%),1420.04,169,13,Nao
Samsung,Galaxy A71,Usado - Bom,256,Muito Ruim (abaixo de 39%),767.28,319,1,Nao
Motorola,Motorola G7,Usado - Excelente,256,Boa (80% ate 94%),512.37,263,16,Nao
Motorola,Motorola G7,Usado - Excelente,32,Perfeita (95% ate 100%),801.99,312,3,Nao
Motorola,Motorola Edge 30,Usado - Excelente,256,Ruim (40% ate 59%),790.38,233,11,Nao
Samsung,Galaxy S21,Novo,32,Muito Ruim (abaixo de 39%),788.65,95,1,Nao
Samsung,Galaxy S21,Com defeito,64,Boa (80% ate 94%),893.39,118,9,Nao
Samsung,Galaxy A51,Recondicionado,32,Ok (60% ate 79%),1058.89,352,2,Nao
Apple,iPhone XR,Usado - Excelente,256,Ok (60% ate 79%),529.87,142,1,Nao
Samsung,Galaxy A51,Novo,256,Ok (60% ate 79%),1219.51,230,12,Nao
Motorola,Motorola G7,Usado - Excelente,128,Ruim (40% ate 59%),1498.82,30,14,Nao
Motorola,Motorola G7,Usado - Bom,64,Muito Ruim (abaixo de 39%),1233.81,211,11,Nao
Motorola,Motorola Edge 30,Usado - Bom,256,Perfeita (95% ate 100%),552.97,323,17,Nao
Apple,iPhone 12,Novo,32,Ok (60% ate 79%),345.18,327,13,Sim
Motorola,Motorola G7,Usado - Excelente,128,Perfeita (95% ate 100%),936.56,247,1,Nao
Samsung,Galaxy S21,Recondicionado,256,Ruim (40% ate 59%),965.06,202,16,Nao
Motorola,Motorola Edge 30,Recondicionado,64,Perfeita (95% ate 100%),315.92,17,9,Nao
Apple,iPhone 11,Usado - Excelente,256,Ok (60% ate 79%),370.07,283,12,Nao
Samsung,Galaxy A51,Recondicionado,64,Muito Ruim (abaixo de 39%),1158.67,97,19,Nao
Motorola,Motorola Edge 30,Recondicionado,64,Ruim (40% ate 59%),677.87,287,13,Nao
Samsung,Galaxy A51,Novo,32,Ruim (40% ate 59%),1447.1,320,12,Nao
Motorola,Motorola G7,Novo,128,Ok (60% ate 79%),617.16,360,7,Nao
Motorola,Motorola Edge 30,Usado - Bom,256,Perfeita (95% ate 100%),727.8,147,2,Nao
Apple,iPhone 10,Usado - Bom,32,Boa (80% ate 94%),920.37,246,3,Sim
Samsung,Galaxy A71,Usado - Excelente,256,Boa (80% ate 94%),1047.41,129,14,Nao
Samsung,Galaxy S21,Usado - Excelente,256,Ruim (40% ate 59%),1256.22,17,7,Nao
Apple,iPhone 14,Com defeito,64,Ok (60% ate 79%),932.54,134,6,Sim
Motorola,Motorola G7,Usado - Excelente,128,Ok (60% ate 79%),1374.09,236,1,Nao
Motorola,Motorola G7,Com defeito,32,Muito Ruim (abaixo de 39%),574.88,264,5,Nao
Motorola,Motorola G7,Recondicionado,32,Ok (60% ate 79%),1233.81,97,17,Nao
Apple,iPhone 14,Novo,256,Muito Ruim (abaixo de 39%),1127.42,362,13,Nao
Samsung,Galaxy A51,Usado - Excelente,32,Muito Ruim (abaixo de 39%),332.2,81,4,Nao
Motorola,Motorola G7,Novo,128,Boa (80% ate 94%),747.01,289,8,Nao
Motorola,Motorola Edge 30,Usado - Bom,32,Boa (80% ate 94%),751.98,272,16,Nao
Samsung,Galaxy S20,Recondicionado,32,Muito Ruim (abaixo de 39%),894.17,221,2,Nao
Samsung,Galaxy A71,Usado - Bom,64,Ok (60% ate 79%),1000.2,283,16,Nao
Apple,iPhone 10,Usado - Bom,128,Ok (60% ate 79%),314.52,129,9,Nao
Motorola,Motorola Edge 30,Usado - Bom,32,Muito Ruim (abaixo de 39%),744.4,311,14,Nao
Samsung,Galaxy A51,Recondicionado,64,Muito Ruim (abaixo de 39%),1405.43,226,2,Nao
Samsung,Galaxy S21,Usado - Excelente,32,Ok (60% ate 79%),720.78,143,19,Nao
Apple,iPhone 13,Usado - Bom,32,Boa (80% ate 94%),662.33,131,1,Sim
Apple,iPhone 15,Usado - Excelente,32,Ok (60% ate 79%),1129.4,201,11,Sim
Samsung,Galaxy S22,Recondicionado,64,Ruim (40% ate 59%),737.54,364,18,Nao
Apple,iPhone XR,Com defeito,128,Ok (60% ate 79%),972.88,92,1,Nao
Apple,iPhone XR,Recondicionado,32,Ruim (40% ate 59%),943.11,282,8,Sim
Samsung,Galaxy A51,Recondicionado,256,Perfeita (95% ate 100%),740.73,90,13,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Ok (60% ate 79%),574.88,174,17,Nao
Motorola,Motorola Edge 30,Novo,64,Perfeita (95% ate 100%),1305.12,193,1,Nao
Motorola,Motorola G7,Usado - Bom,32,Ok (60% ate 79%),1357.18,22,3,Nao
Samsung,Galaxy S21,Usado - Bom,32,Ok (60% ate 79%),1060.46,230,19,Nao
Samsung,Galaxy S22,Usado - Bom,256,Perfeita (95% ate 100%),305.3,323,7,Nao
Apple,iPhone 12,Novo,128,Muito Ruim (abaixo de 39%),490.96,165,17,Nao
Samsung,Galaxy S22,Usado - Excelente,256,Boa (80% ate 94%),405.05,175,13,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Ok (60% ate 79%),1377.88,108,20,Nao
Apple,iPhone XR,Com defeito,64,Perfeita (95% ate 100%),1274.96,62,4,Sim
Samsung,Galaxy A51,Usado - Excelente,256,Boa (80% ate 94%),414.67,59,14,Nao
Motorola,Motorola G7,Novo,256,Ok (60% ate 79%),495.04,56,4,Nao
Apple,iPhone 14,Recondicionado,64,Boa (80% ate 94%),1385.14,112,8,Sim
Apple,iPhone 12,Usado - Bom,256,Perfeita (95% ate 100%),514.03,363,19,Nao
Samsung,Galaxy S21,Recondicionado,256,Ok (60% ate 79%),999.72,22,16,Nao
Motorola,Motorola G7,Com defeito,32,Perfeita (95% ate 100%),1178.71,365,6,Nao
Apple,iPhone 8 Plus,Recondicionado,128,Ok (60% ate 79%),908.72,130,5,Nao
Samsung,Galaxy S21,Com defeito,128,Boa (80% ate 94%),794.23,5,2,Sim
Samsung,Galaxy S20,Usado - Bom,256,Perfeita (95% ate 100%),1333.02,129,13,Nao
Motorola,Motorola Edge 30,Novo,256,Ok (60% ate 79%),1182.57,65,2,Nao
Apple,iPhone 15,Usado - Bom,256,Muito Ruim (abaixo de 39%),1436.75,22,3,Nao
Samsung,Galaxy A51,Usado - Excelente,64,Muito Ruim (abaixo de 39%),900.97,137,4,Nao
Motorola,Motorola Edge 30,Usado - Excelente,128,Ok (60% ate 79%),916.74,59,19,Nao
Samsung,Galaxy S21,Usado - Excelente,32,Boa (80% ate 94%),794.23,53,20,Nao
Apple,iPhone 10,Usado - Excelente,256,Ruim (40% ate 59%),1264.6,24,18,Nao
Samsung,Galaxy S21,Recondicionado,256,Ruim (40% ate 59%),1411.85,56,14,Nao
Samsung,Galaxy S21,Usado - Excelente,32,Boa (80% ate 94%),1084.5,226,9,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Perfeita (95% ate 100%),848.13,175,1,Nao
Samsung,Galaxy S21,Recondicionado,32,Ok (60% ate 79%),1174.83,79,3,Nao
Samsung,Galaxy S20,Novo,256,Ruim (40% ate 59%),781.75,68,5,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Boa (80% ate 94%),996.3,242,2,Nao
Samsung,Galaxy S22,Com defeito,32,Ok (60% ate 79%),595.01,233,4,Nao
Motorola,Motorola G7,Usado - Excelente,128,Boa (80% ate 94%),801.99,264,8,Nao
Apple,iPhone 11,Usado - Bom,32,Muito Ruim (abaixo de 39%),496.13,101,4,Sim
Samsung,Galaxy A51,Usado - Bom,256,Ok (60% ate 79%),1108.96,346,14,Nao
Apple,iPhone 8 Plus,Usado - Excelente,256,Muito Ruim (abaixo de 39%),643.86,246,1,Nao
Apple,iPhone 14,Usado - Excelente,64,Muito Ruim (abaixo de 39%),1283.01,52,12,Sim
Samsung,Galaxy S22,Usado - Excelente,64,Ruim (40% ate 59%),1005.31,364,19,Nao
Motorola,Motorola Edge 30,Novo,32,Boa (80% ate 94%),747.01,225,5,Nao
Samsung,Galaxy S20,Com defeito,32,Ruim (40% ate 59%),1378.63,191,2,Nao
Samsung,Galaxy S22,Recondicionado,128,Ruim (40% ate 59%),456.19,364,18,Nao
Motorola,Motorola G7,Novo,64,Ruim (40% ate 59%),602.85,344,3,Nao
Samsung,Galaxy S20,Recondicionado,64,Muito Ruim (abaixo de 39%),900.97,323,17,Nao
Motorola,Motorola Edge 30,Novo,256,Ok (60% ate 79%),690.1,30,4,Nao
Apple,iPhone 11,Recondicionado,32,Ruim (40% ate 59%),345.18,59,3,Sim
Samsung,Galaxy S21,Com defeito,128,Perfeita (95% ate 100%),1413.03,225,4,Nao
Apple,iPhone XR,Usado - Excelente,128,Ruim (40% ate 59%),1080.44,238,1,Nao
Apple,iPhone 8 Plus,Com defeito,64,Perfeita (95% ate 100%),920.37,363,16,Sim
Samsung,Galaxy S20,Usado - Bom,256,Ruim (40% ate 59%),416.2,22,3,Nao
Samsung,Galaxy A51,Usado - Bom,256,Perfeita (95% ate 100%),905.29,40,15,Nao
Motorola,Motorola G7,Recondicionado,64,Muito Ruim (abaixo de 39%),577.54,301,4,Nao
Samsung,Galaxy S21,Usado - Bom,256,Ruim (40% ate 59%),1430.42,184,12,Nao
Samsung,Galaxy A71,Novo,32,Ok (60% ate 79%),1196.2,87,3,Nao
Motorola,Motorola G7,Recondicionado,32,Perfeita (95% ate 100%),701.83,272,19,Nao
Samsung,Galaxy S21,Novo,32,Boa (80% ate 94%),1240.43,193,11,Nao
Samsung,Galaxy S20,Usado - Excelente,256,Muito Ruim (abaixo de 39%),404.03,19,19,Nao
Samsung,Galaxy A51,Novo,128,Ok (60% ate 79%),1196.2,274,17,Nao
Motorola,Motorola G7,Recondicionado,256,Ok (60% ate 79%),725.6,319,17,Nao
Apple,iPhone 8 Plus,Com defeito,32,Boa (80% ate 94%),1222.35,352,3,Sim
Motorola,Motorola Edge 30,Com defeito,64,Perfeita (95% ate 100%),1386.95,118,15,Nao
Apple,iPhone 11,Usado - Bom,256,Ok (60% ate 79%),1312.51,349,9,Nao
Apple,iPhone 11,Usado - Excelente,64,Boa (80% ate 94%),547.36,289,9,Sim
Motorola,Motorola Edge 30,Recondicionado,32,Ruim (40% ate 59%),1178.71,64,19,Nao
Apple,iPhone 14,Usado - Excelente,32,Perfeita (95% ate 100%),679.97,138,17,Sim
Samsung,Galaxy A51,Com defeito,128,Boa (80% ate 94%),762.49,141,1,Nao
Apple,iPhone 10,Com defeito,32,Ok (60% ate 79%),943.11,90,14,Sim
Apple,iPhone 14,Com defeito,256,Boa (80% ate 94%),1106.16,327,16,Nao
Motorola,Motorola Edge 30,Novo,32,Ok (60% ate 79%),426.57,91,12,Nao
Motorola,Motorola G7,Usado - Excelente,128,Boa (80% ate 94%),512.37,344,17,Nao
Apple,iPhone 10,Usado - Bom,64,Ok (60% ate 79%),718.48,295,12,Sim
Samsung,Galaxy A51,Com defeito,32,Ruim (40% ate 59%),900.97,282,4,Nao
Samsung,Galaxy S20,Usado - Excelente,32,Ruim (40% ate 59%),727.03,199,2,Nao
Motorola,Motorola Edge 30,Usado - Excelente,256,Muito Ruim (abaixo de 39%),1331.67,81,2,Nao
Motorola,Motorola G7,Usado - Bom,256,Perfeita (95% ate 100%),631.9,3,6,Sim
Apple,iPhone 13,Novo,32,Muito Ruim (abaixo de 39%),1008.47,40,6,Sim
Motorola,Motorola G7,Usado - Excelente,256,Ok (60% ate 79%),454.94,167,19,Nao
Motorola,Motorola G7,Com defeito,64,Ok (60% ate 79%),743.27,220,2,Nao
Samsung,Galaxy A71,Novo,64,Boa (80% ate 94%),535.86,346,3,Nao
Samsung,Galaxy S20,Novo,64,Perfeita (95% ate 100%),595.33,321,2,Nao
Apple,iPhone 11,Usado - Bom,128,Ruim (40% ate 59%),345.18,327,3,Nao
Apple,iPhone 12,Usado - Excelente,64,Ruim (40% ate 59%),529.87,97,6,Sim
Motorola,Motorola G7,Recondicionado,256,Muito Ruim (abaixo de 39%),744.4,346,19,Nao
Samsung,Galaxy S22,Com defeito,256,Perfeita (95% ate 100%),849.79,247,15,Nao
Apple,iPhone 10,Usado - Bom,256,Boa (80% ate 94%),1391.92,260,12,Nao
Motorola,Motorola G7,Novo,256,Perfeita (95% ate 100%),1380.27,242,16,Nao
Samsung,Galaxy S20,Novo,32,Ruim (40% ate 59%),569.89,295,10,Nao
Samsung,Galaxy A71,Recondicionado,128,Ruim (40% ate 59%),905.79,118,3,Nao
Samsung,Galaxy S21,Recondicionado,128,Ok (60% ate 79%),938.8,169,11,Nao
Motorola,Motorola G7,Novo,256,Muito Ruim (abaixo de 39%),789.13,148,8,Nao
Samsung,Galaxy S21,Recondicionado,64,Ruim (40% ate 59%),871.47,346,1,Nao
Motorola,Motorola G7,Novo,128,Muito Ruim (abaixo de 39%),355.74,97,7,Nao
Apple,iPhone XR,Usado - Excelente,128,Boa (80% ate 94%),679.5,201,20,Nao
Motorola,Motorola Edge 30,Com defeito,128,Perfeita (95% ate 100%),699.02,353,6,Nao
Motorola,Motorola G7,Usado - Bom,32,Perfeita (95% ate 100%),1079.46,332,1,Nao
Motorola,Motorola Edge 30,Novo,64,Boa (80% ate 94%),830.92,365,16,Nao
Motorola,Motorola G7,Com defeito,32,Ok (60% ate 79%),850.56,348,15,Nao
Samsung,Galaxy A51,Recondicionado,256,Perfeita (95% ate 100%),1465.91,204,8,Nao
Samsung,Galaxy S20,Novo,128,Ruim (40% ate 59%),595.33,320,3,Nao
Samsung,Galaxy A71,Com defeito,32,Muito Ruim (abaixo de 39%),1215.37,131,9,Nao
Apple,iPhone 11,Novo,256,Boa (80% ate 94%),685.13,24,4,Nao
Motorola,Motorola Edge 30,Novo,256,Ruim (40% ate 59%),850.56,18,16,Nao
Apple,iPhone 15,Com defeito,256,Ok (60% ate 79%),385.14,104,16,Nao
Apple,iPhone 10,Usado - Excelente,64,Ruim (40% ate 59%),410.58,211,2,Sim
Samsung,Galaxy A71,Recondicionado,256,Ruim (40% ate 59%),1496.51,169,3,Nao
Motorola,Motorola G7,Usado - Bom,256,Muito Ruim (abaixo de 39%),1360.18,191,8,Nao
Motorola,Motorola G7,Usado - Bom,32,Perfeita (95% ate 100%),1189.43,42,20,Nao
Samsung,Galaxy A71,Novo,128,Ruim (40% ate 59%),1290.66,17,15,Nao
Motorola,Motorola Edge 30,Novo,256,Muito Ruim (abaixo de 39%),801.99,225,1,Nao
Apple,iPhone 14,Recondicionado,32,Perfeita (95% ate 100%),777.66,264,1,Sim
Motorola,Motorola G7,Usado - Bom,256,Muito Ruim (abaixo de 39%),614.0,108,14,Nao
Motorola,Motorola Edge 30,Recondicionado,256,Muito Ruim (abaixo de 39%),455.68,130,11,Nao
Motorola,Motorola Edge 30,Recondicionado,128,Ruim (40% ate 59%),1105.0,18,16,Nao
Samsung,Galaxy S22,Com defeito,64,Ruim (40% ate 59%),996.99,19,4,Nao
Motorola,Motorola Edge 30,Recondicionado,256,Boa (80% ate 94%),1477.96,53,8,Nao
Samsung,Galaxy S20,Recondicionado,256,Muito Ruim (abaixo de 39%),1042.02,147,19,Nao
Samsung,Galaxy S20,Com defeito,32,Ruim (40% ate 59%),995.09,246,20,Nao
Motorola,Motorola G7,Novo,256,Perfeita (95% ate 100%),1274.21,287,18,Nao
Motorola,Motorola G7,Novo,32,Ruim (40% ate 59%),341.21,59,13,Nao
Samsung,Galaxy S21,Usado - Bom,256,Perfeita (95% ate 100%),709.97,97,19,Nao
Motorola,Motorola Edge 30,Recondicionado,128,Boa (80% ate 94%),1179.53,95,3,Nao
Motorola,Motorola Edge 30,Com defeito,256,Ok (60% ate 79%),757.09,256,3,Nao
Samsung,Galaxy A51,Novo,32,Muito Ruim (abaixo de 39%),996.99,260,17,Nao
Samsung,Galaxy S20,Usado - Excelente,32,Perfeita (95% ate 100%),1145.25,170,3,Nao
Motorola,Motorola Edge 30,Recondicionado,128,Muito Ruim (abaixo de 39%),347.12,251,19,Nao
Apple,iPhone XR,Usado - Excelente,64,Ok (60% ate 79%),804.15,290,18,Sim
Samsung,Galaxy A51,Com defeito,128,Perfeita (95% ate 100%),405.05,230,19,Nao
Samsung,Galaxy A71,Usado - Excelente,128,Boa (80% ate 94%),418.49,315,16,Nao
Samsung,Galaxy S21,Usado - Bom,256,Boa (80% ate 94%),469.61,153,20,Nao
Motorola,Motorola Edge 30,Novo,32,Perfeita (95% ate 100%),936.56,311,1,Nao
Motorola,Motorola Edge 30,Usado - Bom,64,Ruim (40% ate 59%),1498.82,19,7,Nao
Samsung,Galaxy S21,Novo,256,Muito Ruim (abaixo de 39%),469.61,142,5,Nao
Samsung,Galaxy S21,Recondicionado,256,Muito Ruim (abaixo de 39%),709.97,148,19,Nao
Motorola,Motorola Edge 30,Usado - Excelente,256,Ok (60% ate 79%),355.74,198,9,Nao
Apple,iPhone 13,Usado - Bom,256,Boa (80% ate 94%),892.08,278,5,Nao
Samsung,Galaxy S20,Usado - Bom,256,Muito Ruim (abaixo de 39%),700.75,317,11,Nao
Samsung,Galaxy S21,Usado - Excelente,64,Muito Ruim (abaixo de 39%),1005.31,230,1,Nao
Apple,iPhone 10,Recondicionado,128,Ok (60% ate 79%),490.96,97,11,Nao
Samsung,Galaxy A51,Novo,128,Ruim (40% ate 59%),592.97,5,18,Sim
Samsung,Galaxy A51,Usado - Excelente,128,Ok (60% ate 79%),1413.03,131,12,Nao
Motorola,Motorola Edge 30,Novo,128,Perfeita (95% ate 100%),1215.51,238,3,Nao
Motorola,Motorola G7,Usado - Excelente,128,Muito Ruim (abaixo de 39%),789.13,301,16,Nao
Samsung,Galaxy S20,Usado - Excelente,64,Ruim (40% ate 59%),1075.4,30,16,Nao
Motorola,Motorola G7,Usado - Excelente,256,Muito Ruim (abaixo de 39%),631.9,24,1,Nao
Samsung,Galaxy A71,Recondicionado,32,Perfeita (95% ate 100%),1263.55,169,13,Nao
Motorola,Motorola G7,Usado - Bom,32,Ruim (40% ate 59%),956.2,346,12,Nao
Apple,iPhone 8 Plus,Usado - Excelente,64,Muito Ruim (abaixo de 39%),908.72,97,12,Sim
Apple,iPhone 13,Novo,128,Boa (80% ate 94%),1009.36,189,9,Nao
Apple,iPhone 15,Novo,32,Boa (80% ate 94%),1455.13,91,9,Sim
Apple,iPhone 15,Usado - Bom,128,Muito Ruim (abaixo de 39%),1310.37,202,18,Nao
Apple,iPhone 12,Novo,64,Muito Ruim (abaixo de 39%),1208.18,108,7,Sim
Apple,iPhone 8 Plus,Novo,256,Ruim (40% ate 59%),1080.44,117,12,Nao
Apple,iPhone 10,Usado - Excelente,256,Muito Ruim (abaixo de 39%),1385.14,112,4,Nao
Motorola,Motorola Edge 30,Novo,128,Ok (60% ate 79%),848.13,59,16,Nao
Samsung,Galaxy A71,Usado - Bom,64,Ok (60% ate 79%),719.05,95,7,Nao
Samsung,Galaxy S20,Usado - Bom,128,Ok (60% ate 79%),1430.42,68,9,Nao
Apple,iPhone 13,Recondicionado,64,Ruim (40% ate 59%),460.49,92,18,Sim
Apple,iPhone 15,Com defeito,256,Muito Ruim (abaixo de 39%),429.58,283,4,Nao
Apple,iPhone 15,Usado - Bom,32,Muito Ruim (abaixo de 39%),395.54,143,6,Sim
Samsung,Galaxy A51,Usado - Excelente,128,Muito Ruim (abaixo de 39%),1388.87,81,16,Nao
Motorola,Motorola Edge 30,Recondicionado,256,Ok (60% ate 79%),546.5,263,12,Nao
Apple,iPhone 12,Usado - Excelente,256,Boa (80% ate 94%),381.03,211,15,Nao
Apple,iPhone 12,Usado - Excelente,256,Boa (80% ate 94%),1472.76,328,9,Nao
Apple,iPhone 13,Usado - Bom,32,Ruim (40% ate 59%),907.71,320,13,Sim
Apple,iPhone 12,Com defeito,32,Ok (60% ate 79%),470.17,233,1,Sim
Samsung,Galaxy A51,Novo,128,Ruim (40% ate 59%),742.91,289,6,Nao
Samsung,Galaxy S20,Usado - Excelente,128,Ok (60% ate 79%),592.97,211,12,Nao
Motorola,Motorola G7,Novo,64,Ruim (40% ate 59%),627.96,101,11,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Ruim (40% ate 59%),1160.02,189,15,Nao
Samsung,Galaxy S20,Usado - Bom,128,Ruim (40% ate 59%),1088.15,204,11,Nao
Motorola,Motorola Edge 30,Com defeito,64,Ok (60% ate 79%),1104.39,359,5,Nao
Apple,iPhone XR,Recondicionado,256,Perfeita (95% ate 100%),391.04,110,8,Nao
Apple,iPhone 13,Usado - Bom,256,Ruim (40% ate 59%),1283.01,130,20,Nao
Apple,iPhone 11,Usado - Excelente,64,Boa (80% ate 94%),1215.83,204,19,Sim
Apple,iPhone 11,Usado - Bom,128,Boa (80% ate 94%),1008.47,301,19,Nao
Motorola,Motorola G7,Usado - Excelente,32,Ruim (40% ate 59%),455.68,124,9,Nao
Motorola,Motorola Edge 30,Novo,256,Ruim (40% ate 59%),1076.04,121,3,Nao
Motorola,Motorola G7,Usado - Bom,256,Muito Ruim (abaixo de 39%),477.02,320,19,Nao
Samsung,Galaxy S20,Usado - Excelente,32,Perfeita (95% ate 100%),794.23,275,14,Nao
Motorola,Motorola Edge 30,Novo,256,Boa (80% ate 94%),858.56,169,19,Nao
Samsung,Galaxy S21,Usado - Bom,128,Perfeita (95% ate 100%),321.48,42,8,Nao
Apple,iPhone 12,Recondicionado,256,Muito Ruim (abaixo de 39%),1267.92,24,12,Nao
Samsung,Galaxy S21,Usado - Bom,128,Muito Ruim (abaixo de 39%),833.84,53,11,Nao
Samsung,Galaxy A71,Com defeito,64,Perfeita (95% ate 100%),613.75,321,2,Nao
Motorola,Motorola G7,Usado - Excelente,64,Ok (60% ate 79%),808.65,170,17,Nao
Apple,iPhone 15,Usado - Bom,256,Ruim (40% ate 59%),938.75,59,1,Nao
Apple,iPhone 8 Plus,Recondicionado,256,Muito Ruim (abaixo de 39%),1056.42,160,18,Nao
Samsung,Galaxy S22,Com defeito,128,Ok (60% ate 79%),872.63,220,10,Nao
